adjusted_date,headline,summary
2022-12-02 05:00:00+00:00,This Hedge Funder With Over  197B Under Management Just Increased His Stake In 2 High Yielding ETFs,"Ken Fisher founded Fisher Asset Management in 1979, and now has north of  197 billion in assets under management, with more than 100,000 clients around the world."
2022-12-05 05:00:00+00:00,Analyst Ratings for Bank of America 10 Financials Stocks Whale Activity In Today's Session Morgan Stanley Boosts Price Targets On These Big US Banks BofA CEO Says Will Buy Back Some Shares This Quarter Bank of America CEO Says Investing Heavily In Transaction Banking Business,  This whale alert can help traders discover the next big trading opportunities.    Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner. Morgan Stanley revised price targets on big US banks today. Here are the changes  nan nan
2022-12-06 05:00:00+00:00," 100 Invested In This Stock 10 Years Ago Would Be Worth  300 Today Bank of America Unusual Options Activity For December 07 10 Financials Stocks With Whale Alerts In Today's Session Looking Into Bank of America's Recent Short Interest Morgan Stanley Maintains Equal Weight on Bank of America, Raises Price Target to  38","  Someone with a lot of money to spend has taken a bearish stance on Bank of America  NYSE BAC .    And retail traders should know.    We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. This whale alert can help traders discover the next big trading opportunities.    Whales are entities with large sums of money and we track their transactions here at Benzinga on our options activity scanner. Bank of America& 39 s  NYSE BAC  short percent of float has fallen 7.89  since its last report. The company recently reported that it has 73.61 million shares sold short, which is 1.05  of all regular shares that are available for trading. nan"
2022-12-08 05:00:00+00:00,"Leaving  BAC Has 'Not Occurred To Me' Says Brian Moynihan Bank Of America Files For Debt Shelf, Size Not Disclosed Piper Sandler Initiates Coverage On Bank of America with Neutral Rating, Announces Price Target of  36",nan nan nan
2022-12-09 05:00:00+00:00,EXCLUSIVE  Benzinga Moneymaker Series  Top 5 Stocks For Investors To Watch Bank of America  Why Options Traders See More Pain Ahead,"Investors are on the hunt for undervalued, underfollowed and emerging stocks to spot opportunities. The rise of social media and retail traders gave way to countless methods to uncover new information. For some, this is overwhelming. Bank of America Corporation  NYSE  BAC  shares fell Thursday despite Wall Street recording gains in the session ."
2022-12-11 05:00:00+00:00,'Chinese Warren Buffett' Buys Shares In These 2 International Dividend Stocks  Here's Why Looking At Bank of America's Recent Unusual Options Activity,"Li Lu is a Chinese born American value investor and the founder and chairman of Himalaya Capital, a value investment firm that embraces the principles of Benjamin Graham, Warren Buffett and Charles Munger.  Someone with a lot of money to spend has taken a bullish stance on Bank of America  NYSE BAC .    And retail traders should know.    We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga."
2022-12-13 05:00:00+00:00,"A Career Politician Who Regularly Trades The SPY, Picked Up These 3 High Yielding ETFs Instead",Representative Robert Wittman  R VA  is the vice ranking member of the House Armed Services Committee and also serves on the Committee on Natural Resources.
2022-12-15 05:00:00+00:00,"JPMorgan Chase Is The Most Shorted US Bank Stock, But Short Sellers Like This Canadian Bank Even More","The Invesco KBW Bank ETF  NASDAQ  KBWB  is down 27.8  year to date in 2022 as investors grow increasingly concerned the Federal Reserve will be unable to navigate a soft landing for the U.S. economy, and short sellers have made a killing on bank stocks."
2022-12-16 05:00:00+00:00,"Morgan Stanley Maintains Equal Weight on Bank of America, Lowers Price Target to  37",nan
2022-12-22 05:00:00+00:00,Investment Bankers Brace For Lower Compensation Amid Lower Deal Making Activity,"  	2022 was not a good year for investment banking, as a slump in deals led to declines in fees and revenues at all major institutions.  	Due to the challenging economic environment, several Wall Street banks resorted to cutting jobs to manage costs.  "
2022-12-26 05:00:00+00:00,Hopeful Golden Cross Forms On Bank of America's Chart, 
2022-12-27 05:00:00+00:00,Oppenheimer Maintains Outperform Rating for Bank of America  Here's What You Need To Know What 7 Analyst Ratings Have To Say About Bank of America 7 Analysts Have This to Say About Bank of America,     
2022-12-28 05:00:00+00:00,"Goldman Sachs To  492? Here Are 10 Other Price Target Changes For Wednesday Oppenheimer Maintains Outperform on Bank of America, Lowers Price Target to  51",   nan
2022-12-29 05:00:00+00:00,Salad Oil Scandal Tanks American Express Stock On This Day In Market History,Benzinga takes a look back at a notable market related moment that occurred on this date.
2023-01-02 05:00:00+00:00,Barclays Revises Price Targets On These Big US Banks,"  	Barclays boosted the price target for  The Goldman Sachs Group, Inc.   NYSE  GS  from  410 to  495. Barclays analyst Jason Goldberg maintained an Overweight rating on the stock. Goldman Sachs shares closed at  343.38 on Friday.  "
2023-01-03 05:00:00+00:00,"Barclays Maintains Overweight on Bank of America, Lowers Price Target to  48",nan
2023-01-04 05:00:00+00:00,Looking At Bank of America's Recent Unusual Options Activity Here's How Much You Would Have Made Owning Bank of America Stock In The Last 10 Years,A whale with a lot of money to spend has taken a noticeably bullish stance on Bank of America.    Looking at options history for Bank of America  NYSE BAC  we detected 27 strange trades.  
2023-01-05 05:00:00+00:00,"Analysts Says 'Don't Buy The Big Banks,' Deutsche Bank Cuts Rating Bank of America Unusual Options Activity Benzinga's Top Ratings Upgrades, Downgrades For January 6, 2023 Alibaba, BofA And More  Charlie Munger's Top Holdings At The End Of Q4","Deutsche Bank downgraded Bank of America Corp  NYSE  BAC  and JPMorgan Chase &amp  Co  NYSE  JPM   Someone with a lot of money to spend has taken a bearish stance on Bank of America  NYSE BAC .    And retail traders should know.    We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga.   Billionaire investor and Warren Buffett s trusted lieutenant Charlie Munger run Daily Journal has filed its quarterly 13F, disclosing its investment holdings a"
2023-01-06 05:00:00+00:00,"Is Inflation Tamed? S&P 500 Kicks Off Year Optimistically, But Still Bumps In The Road For Tesla Deutsche Bank Downgrades Bank of America to Hold, Lowers Price Target to  36",The S&amp P 500 traded higher in the opening week of 2023 on optimism the Federal Reserve is making progress on taming inflation. nan
2023-01-08 05:00:00+00:00,Here's How Much  1000 Invested In Bank of America 10 Years Ago Would Be Worth Today Looking Into Bank of America's Recent Short Interest Big Banks To Kick Off Q4 Earnings Season Amid Expectations For First S&P 500 Profit Decline In More Than 2 Years,"  Bank of America& 39 s  NYSE BAC  short percent of float has risen 7.25  since its last report. The company recently reported that it has 51.95 million shares sold short, which is 0.74  of all regular shares that are available for trading. The fourth quarter reporting season is around the corner, and it is one of the key catalysts that will likely determine the near term stock market trajectory."
2023-01-09 05:00:00+00:00,"This Is What Whales Are Betting On Bank of America Benzinga's Top Ratings Upgrades, Downgrades For January 10, 2023",A whale with a lot of money to spend has taken a noticeably bearish stance on Bank of America.    Looking at options history for Bank of America  NYSE BAC  we detected 17 strange trades.  
2023-01-10 05:00:00+00:00,"Analyst Upgrades PulteGroup And Lennar, Names Top Homebuilder Stock Pick For 2023 Odeon Capital Upgrades Bank of America to Buy, Announces  38.44 Price Target Bank of America Earnings Conference Call Is Coming Up, Here's What You Need To Know","Home may be where the heart is, but last year s housing market conditions began to break them. nan  "
2023-01-11 05:00:00+00:00,"Big Banks Report Q4 Earnings Friday  Will JPMorgan, BofA, Citigroup, Wells Fargo Balance Sheets Foreshadow Recession?","The outlook for the American economy has been largely gloomy in recent months due to rising interest rates, weak consumer spending, and inflation reaching a four decade high. Most economists predict some kind of recession in 2023."
